old_id,new_id
121196,163
122702,163
122761,163
122548,163
33852,163
121129,163
121365,163
100283,163
121114,163
122668,163
122705,163
121150,163
121067,163
121183,163
122576,163
121126,163
100696,163
122733,163
121038,163
102385,163
122623,163
122632,163
102489,163
51751,163
66515,577
37074,577
110634,328
108252,328
104687,328
104815,328
116926,328
110709,328
105758,328
78728,328
124017,328
110216,328
106685,757
97952,757
121119,163
122628,163
58115,163
121083,163
122756,163
114073,1542
123796,1542
121064,163
108959,1542
110209,1255
104694,1184
41445,328
104723,1215
113152,912
114162,912
123919,912
117234,912
123734,912
123816,912
123757,912
123893,912
123675,912
108325,912
123680,912
124073,912
123731,912
123887,912
123820,912
104222,912
114143,912
114183,912
118462,912
121016,912
117997,912
123694,912
123699,912
114101,912
108265,912
113253,912
108331,912
123650,912
104212,912
118512,912
114786,912
108476,912
114719,912
123671,912
123666,912
114173,912
123742,912
115173,912
123689,912
120750,912
115423,912
104479,912
123690,912
123692,912
118571,912
123752,912
114063,912
108898,912
123793,912
52933,912
123802,912
114068,912
114105,912
104221,912
108203,912
115004,912
108334,912
103318,912
123822,912
114065,912
51812,912
114534,912
113444,912
113265,912
123903,912
113484,912
113169,912
118261,912
117803,912
102884,912
116078,912
123644,912
123649,912
57562,626
122618,163
123804,912
47679,1448
5390,1448
78567,1448
74716,1448
5322,1435
75099,1108
79154,1108
4133,1108
68266,191
4581,1194
40299,1492
49437,1492
4519,1440
51810,327
86218,327
60247,327
61031,327
86222,327
109077,327
45073,1338
26022,1488
5401,1147
3969,1060
76620,1100
81646,1100
78521,1100
79275,1100
4824,1100
5230,778
127606,762
52832,762
51982,762
77584,762
123549,99
5215,819
84902,1
66281,1
84652,1
90059,1
35633,1
54304,99
114424,846
98549,846
78513,846
25035,1
29918,1
13949,329
118877,846
78554,846
120097,324
97749,429
113946,429
121205,429
54298,846
118339,846
118854,846
119980,846
100739,846
5107,936
119178,846
5484,1158
4733,681
4375,1091
77090,1091
5374,1242
41235,1485
4525,785
5614,1530
113570,912
104341,912
123881,912
120754,912
61204,912
118171,912
123761,912
120508,912
108337,912
115733,912
123803,912
113345,912
123891,912
123895,912
80767,912
123896,912
71612,912
109963,912
123773,912
114569,912
102915,912
114020,912
123794,912
113363,912
123645,912
123704,912
104439,912
108321,912
108806,912
123642,912
116283,912
123651,912
108322,912
116408,912
115923,912
123688,912
123672,912
123693,912
82863,219
90178,219
90123,219
76634,743
39748,743
55753,743
40798,743
40077,743
40795,743
54400,743
40827,743
70322,743
39577,743
41042,743
40269,743
122538,743
60268,743
41073,743
40799,743
85340,743
100281,743
40020,743
66573,743
40824,743
83525,743
50751,743
4812,1164
48126,1164
4184,617
5153,723
101852,161
118001,440
119739,190
120531,190
120801,190
72404,1115
117252,121
115851,121
116616,121
113751,121
116675,121
13935,121
115288,121
114798,121
117444,121
96427,630
98532,630
99743,630
99129,630
99035,630
96840,630
98800,630
97590,630
99189,630
98792,630
99222,630
96428,630
81055,630
98545,630
124580,630
80976,630
98547,630
102548,630
96431,630
80995,630
124591,630
99345,630
81137,630
99463,630
86036,630
98793,630
96855,630
106166,630
97571,630
100633,630
106181,630
101284,630
87564,630
101343,630
96289,630
96430,630
96429,630
121518,630
123019,630
122953,630
122945,630
122944,630
87241,630
121520,630
96646,630
100764,630
106570,630
121516,630
121522,630
75384,630
121620,630
101236,630
82312,630
100326,630
82320,630
58189,630
99927,630
123571,630
123523,630
100087,630
72062,757
52745,385
82927,385
85078,385
123519,385
123725,385
95582,385
85080,385
72362,385
82518,385
127437,384
88815,384
126661,384
57437,384
86722,384
118934,83
106845,83
118322,83
106769,83
54523,83
104046,83
104091,83
108968,83
105202,83
103365,83
103484,83
55971,83
42001,83
103714,83
109000,83
106857,83
102752,83
104067,83
108404,83
119401,83
104486,83
53212,83
63586,83
104084,83
109854,83
61702,83
103290,83
106687,83
104979,83
103858,83
104073,83
105249,83
102776,83
107103,83
107131,83
104120,83
102681,83
105239,83
60641,83
102911,83
53561,83
103932,83
103576,83
104007,83
104706,83
64364,83
103108,83
104941,83
55340,83
107217,83
106955,83
103028,83
105069,83
105067,83
106127,83
105064,83
41554,83
102457,83
103079,83
107614,83
108757,83
109805,83
64300,83
108333,83
65450,83
103981,83
107426,83
104871,83
105503,83
63281,83
51845,83
105113,83
103554,83
117683,83
105106,83
111642,83
103505,83
51559,83
106952,83
102488,83
103688,83
109143,83
108184,83
59144,83
101248,83
85162,799
81756,799
78178,799
80330,799
104772,799
86165,799
80299,799
102983,799
100910,799
80329,799
103010,799
80321,799
81859,799
86127,799
87592,799
100857,799
103474,799
127619,799
85198,799
127617,799
127616,799
103475,799
105148,799
81851,799
100834,799
73376,799
87689,799
102250,799
34785,799
102737,799
86105,799
103440,799
105190,799
78177,799
31699,799
81743,799
86809,799
104112,799
80205,799
84930,799
86502,799
78239,799
78125,799
86498,799
54272,799
80603,799
78187,799
102940,799
101434,799
47903,799
80577,799
78116,799
80572,799
80013,799
30422,799
64477,799
80553,799
82828,799
101290,799
86044,799
116101,799
78117,799
103135,799
102916,799
79888,799
80696,799
78773,799
85839,799
49786,799
87073,799
100673,799
85750,799
85748,799
80678,799
85743,799
86641,799
85732,799
85843,799
85716,799
100622,799
79805,799
100695,799
79817,799
78824,799
102907,799
67849,799
62778,799
83000,799
85923,799
85917,799
126053,799
58779,799
104188,799
102645,799
102771,799
86410,799
78090,799
102758,799
81228,799
103301,799
33130,799
102755,799
86020,799
81239,799
103325,799
103333,799
101053,799
103344,799
30609,799
80182,799
102671,799
80454,799
89390,799
103398,799
86781,799
104336,799
104974,799
80530,799
78518,799
103173,799
103186,799
80546,799
80092,799
80538,799
103193,799
102790,799
103198,799
78516,799
87494,799
104189,799
84749,799
81148,799
104318,799
81152,799
63962,799
86877,799
76445,100
50122,100
57155,100
72966,100
127258,100
58841,100
70149,100
64421,100
127310,100
62226,100
56880,100
63228,100
58602,100
92857,100
47617,100
65103,100
57620,100
127333,100
127336,100
118348,100
127385,100
127405,100
74320,100
85803,100
48748,100
61599,269
75496,269
76533,269
77861,269
116426,204
97887,204
95410,204
97491,204
62908,204
103492,204
97886,204
51947,204
99671,204
57508,204
59869,204
98635,204
126031,204
49353,204
110773,204
49348,204
85751,204
123299,495
125468,149
92572,149
115920,149
49097,149
124653,149
48215,760
70308,270
93006,424
107955,459
107931,628
99431,628
98052,628
54817,148
123284,148
84281,148
112857,148
71920,148
123287,148
123273,148
123270,148
112779,148
123278,148
67902,148
123342,148
122689,148
72610,148
122626,148
122975,148
123227,148
123232,148
122971,148
123233,148
52834,148
123234,148
123304,148
123238,148
122640,148
123245,148
123247,148
123251,148
52923,148
123344,148
123254,148
122697,148
123255,148
123257,148
123240,148
84674,817
51684,914
51216,301
18151,301
122817,190
120815,190
127014,190
117194,121
115366,121
117461,121
116266,121
116574,121
96425,630
98789,630
98768,630
100345,630
122926,630
101023,630
55717,630
100007,630
68975,630
122939,630
67464,384
49245,384
106321,83
104121,83
103514,83
110191,83
88817,83
78135,799
86592,799
103163,799
105204,799
105207,799
85159,799
69329,799
103152,799
86070,799
66555,799
100865,799
89910,799
86573,799
77254,799
80195,799
102756,799
80172,799
66685,799
102679,799
101144,799
127199,799
100921,799
78661,799
127615,799
127614,799
85986,799
68218,100
64547,100
56683,100
66092,100
64157,100
64451,100
119230,204
97894,204
127521,204
121020,204
118411,204
5323,1436
7911,272
68963,155
122625,155
66187,155
75171,155
83833,1224
4111,1224
5624,862
23309,760
127678,270
62975,270
121502,270
93639,270
64404,270
70935,270
57733,270
59739,270
127679,270
31781,91
110800,190
123724,190
35079,91
52392,91
41531,91
54980,91
53909,91
48509,91
37300,91
46465,91
52700,91
43288,91
54214,91
4859,1207
80366,1207
80365,1207
80389,1207
5077,1319
5305,1416
5267,1483
124583,270
123623,270
42220,270
83552,1484
5165,1356
5439,1303
5263,1484
45644,272
62269,630
68304,270
105658,628
107095,628
70998,628
56838,628
111396,628
99426,628
109123,628
115961,628
106307,628
98054,628
108911,628
107677,628
108909,628
107879,628
111243,628
107405,628
98359,628
107577,628
52608,628
115981,628
107872,628
56975,628
105795,628
107803,628
106106,628
53528,628
111429,628
98361,628
102327,628
106573,628
106138,628
114426,268
57831,268
80197,517
78223,517
48365,517
65805,398
47215,398
16360,131
15421,398
27620,687
78113,48
85677,432
93947,432
47192,432
44877,432
58305,432
126283,432
58380,432
59508,432
77556,432
66400,432
62846,432
73749,432
36823,432
4562,811
74670,811
4289,1115
117894,331
114416,121
5977,121
117921,121
92524,382
51850,121
115239,121
115492,121
121748,27
44671,27
36634,27
94827,27
94500,27
72513,27
72554,27
31377,27
95215,27
51145,27
72541,27
72525,27
126439,27
41842,27
33120,27
94467,27
33192,27
95597,27
126285,432
54866,454
102561,454
40447,331
115852,331
114060,331
39916,331
53781,331
116435,331
90763,331
119180,101
120065,101
114840,101
114862,101
101279,454
116646,101
40607,27
72500,27
30527,27
33049,331
47410,454
95234,27
72580,27
95567,27
113915,331
37920,27
94470,27
94440,27
94133,27
72515,27
30547,27
95589,27
36536,27
22456,27
38236,27
33215,27
38225,27
59757,27
38829,27
33121,27
72482,27
43965,27
5115,816
17358,432
44886,432
36227,432
35769,432
35759,432
31137,432
124475,432
41888,432
42128,432
104327,454
107994,454
103962,454
53095,454
63276,454
55088,454
51852,454
54219,454
105241,454
108347,454
103441,454
108495,454
103706,454
52285,454
64416,454
55129,454
36691,454
39101,454
103704,454
108428,454
37441,454
54467,454
55099,454
102518,454
104697,454
53981,454
103139,454
115904,454
118791,454
116451,331
116234,331
116784,331
29207,331
55091,331
114776,331
120515,331
115556,331
116325,331
42396,331
114713,331
114141,331
114254,331
41945,331
116002,331
113904,331
113878,331
19846,331
20478,331
117969,331
39220,101
114650,101
114604,101
116092,101
41825,101
114636,101
115474,101
118810,101
114489,101
119097,101
119177,101
114990,101
119105,101
119104,101
73184,101
56561,454
105583,627
77943,1601
85833,1601
5482,1601
78139,1601
5158,1360
106808,454
103524,454
103991,454
53077,454
53118,454
54349,454
5245,1169
4996,1687
4729,1600
5098,1115
127515,27
33319,27
24585,27
78853,1600
4336,1351
76070,1351
91778,1351
3909,1373
93490,66
33823,66
3914,845
119085,892
5038,1289
4601,892
5216,1526
4165,831
98949,256
98269,256
106499,256
98490,256
107911,628
103177,628
108462,628
123514,628
105702,628
108108,628
123863,628
108988,628
98208,628
108061,628
104306,628
126509,628
116345,628
90145,628
32608,628
49387,855
5440,1304
113810,628
4179,1196
4095,738
84580,631
110677,631
89093,631
89318,631
88513,631
88573,631
89364,631
88718,631
89992,444
85160,631
84609,631
65328,631
52728,631
89069,631
88577,631
88567,631
88914,630
54328,630
99226,630
99221,630
82284,630
96681,630
48744,630
96318,630
80582,76
102889,76
78772,76
82127,76
80209,76
80723,76
78533,76
54926,76
52036,100
34727,100
39766,100
27484,100
88497,631
30796,483
123659,385
104388,76
72695,100
95298,204
92105,553
92100,553
122711,553
50944,1017
89305,631
88540,444
89725,444
88353,444
84626,444
41068,444
84555,781
88589,631
42600,631
83630,631
88590,631
89459,631
83636,631
65340,631
88754,631
88551,631
22822,631
84451,631
84554,631
34724,631
84556,631
83641,631
44229,631
88579,631
85531,631
26587,631
22276,631
88511,631
35762,631
96419,630
57366,630
98537,630
123533,630
98830,630
82251,630
81045,630
81149,630
80446,630
98543,630
98533,630
82050,630
99007,630
99237,630
85040,385
83120,76
80599,76
102700,76
104517,76
80177,76
85881,76
100667,76
86582,76
86504,76
105233,76
80271,76
66442,76
31740,76
80303,76
80291,76
87606,76
80309,76
86242,100
14669,100
21379,100
67490,100
42984,100
42598,100
53825,100
55052,100
48631,204
106826,204
122469,204
121181,204
5246,1174
20960,383
92101,553
4897,553
4610,1453
54887,630
39948,76
5327,823
127683,1535
5441,1305
4734,1466
4530,1533
122639,148
52734,148
30392,148
76609,263
42055,148
55191,33
5094,33
45838,1445
76352,1445
4128,1445
68028,148
123000,148
123262,148
123231,148
123230,148
123253,148
123244,148
14142,148
123237,148
123239,148
49134,1309
49477,1492
52473,149
79945,761
3971,1060
4468,824
88730,1306
5442,1306
4178,1197
5231,924
127506,1213
70263,301
64448,301
59297,301
51269,301
59448,301
81343,301
59419,301
73934,301
81938,301
83877,301
91016,301
51389,301
65900,301
51146,301
90281,301
71614,301
51315,301
79470,301
83084,301
91349,301
62693,301
127783,301
58999,526
59006,526
59011,526
59001,526
59010,526
111570,526
56612,526
56615,526
91345,301
81564,301
91344,301
91346,301
52043,301
54175,301
53796,301
113368,526
113841,526
114686,526
113631,526
111603,526
52185,301
91350,301
124615,301
54019,301
75400,827
95674,52
99685,31
99687,31
100292,31
100313,31
100308,31
100293,31
100317,31
100298,31
100312,31
100290,31
100302,31
100300,31
100291,31
100297,31
100296,31
100303,31
100294,31
100305,31
99436,31
100306,31
100493,31
73166,1632
100288,31
100315,31
100295,31
113445,430
113902,430
118684,393
65102,393
118812,393
117266,393
118085,393
53431,393
97215,8
105919,476
81123,1007
95130,8
95355,8
97736,169
98082,169
98638,169
98899,169
98367,169
97746,169
98329,169
98636,169
98657,169
98735,169
98368,169
97944,169
98374,169
34759,867
96233,132
96037,132
106424,132
121583,132
101204,87
95118,8
95387,8
95075,8
95371,8
95114,8
95384,8
95007,8
95040,8
95304,8
95255,8
95017,8
95533,8
95307,8
98191,8
95362,8
95356,8
95089,8
95244,8
95115,8
95090,8
95383,8
95085,8
95105,8
95027,8
95094,8
95123,8
95802,8
95086,8
95164,8
95538,8
95386,8
95370,8
94998,8
95088,8
95019,8
95775,8
95078,8
91399,729
98786,557
127494,827
81893,827
90740,827
56004,72
66937,72
48968,72
101504,578
124923,1038
58118,1038
126401,64
124599,64
124876,64
124597,64
124849,64
36703,1206
36839,1206
41494,1206
36708,1206
25893,585
36833,1206
42079,1206
37128,1206
36745,1206
36764,1206
41844,1206
124697,64
97045,578
92602,883
86875,962
46287,354
43562,354
39190,354
39171,354
39453,354
39188,354
39186,354
39184,354
39183,354
58899,1041
58402,1041
42700,71
39185,354
123999,1001
43500,999
126838,1006
91017,1006
86814,1002
83214,1002
106532,959
108157,959
111486,959
106524,959
106554,959
117135,959
111994,959
111458,959
109017,959
106535,959
117081,959
115148,959
111211,959
111434,959
111669,959
108686,959
112251,959
106586,959
111655,959
106523,959
106907,959
107244,959
115160,959
39152,959
105632,959
108165,959
117909,959
107877,959
117513,959
64824,959
106353,959
106016,959
105996,959
117333,959
111933,959
108913,959
112476,959
59729,959
116913,959
106055,959
106531,959
106547,959
112378,959
110244,959
111812,959
107588,959
118190,959
111117,959
108656,959
71238,959
108369,959
112107,959
123060,959
106093,959
112446,959
89988,959
108941,959
106571,959
62638,959
65538,959
115289,959
126913,959
112679,959
106695,959
106546,959
108058,959
108687,959
106013,959
117808,959
110358,959
106558,959
106176,959
70692,959
117547,959
106529,959
62126,959
110293,959
111105,959
58125,959
67742,959
127198,959
57773,959
107859,959
106742,959
106162,959
111605,959
57125,827
79917,827
65296,578
97511,578
51236,578
128060,870
128027,870
127841,870
80528,870
76480,870
108705,870
92657,870
83467,870
96292,870
63491,870
58523,870
128071,870
72663,911
4355,1155
121053,163
118520,393
119695,393
97128,393
73632,252
64996,327
90722,827
70725,72
69883,72
94200,72
46257,72
31739,72
78696,72
47894,72
48360,72
38671,913
105582,132
110719,132
108966,1392
41767,132
97722,1392
91905,1392
96616,1392
96548,1392
104530,1392
96742,1392
4126,750
127835,1038
126977,1038
122559,179
94616,827
64669,827
47777,827
48450,827
124755,827
38866,710
90726,112
90879,112
90307,112
83142,112
90612,112
82022,437
81603,437
81094,437
80973,437
80945,437
